"image","xmin","ymin","xmax","ymax","label"
"i1.png",0,47.22917668269231,274.64833759590795,114.79840745192308,"License_plate"
"i101.png",102.04840286831812,101.17675159235668,159.92584745762713,122.18789808917197,"License_plate"
"i102.png",112.88363171355499,79.53461538461539,170.55626598465474,110.57533052884617,"License_plate"
"i10.png",107.41687979539641,87.05650684931507,164.1943734015345,110.8373287671233,"License_plate"
"i100.png",384.9820971867008,742.9405864197532,659.9693094629156,871.1875000000001,"License_plate"
"i100.png",1694.445012787724,337.2615740740741,1752.061381074169,384.3726851851852,"License_plate"
"i103.png",68.92583120204604,50.325,236.31713554987215,148.51153846153846,"License_plate"
"i109.png",100.3542199488491,73.12244027303754,157.9833759590793,103.24872013651877,"License_plate"
"i105.png",24.792838874680307,62.17277486910995,232.85166240409208,98.0261780104712,"License_plate"
"i106.png",174.11381074168798,52.064105308219176,236.5319693094629,68.01616010273972,"License_plate"
"i104.png",47.29299363057325,345.859872611465,388.375796178344,437.5796178343949,"License_plate"
"i110.png",51.0230179028133,111.80864197530865,92.57033248081842,126.68383487654319,"License_plate"
"i11.png",275.2941176470588,222.4395229982964,356.6854219948849,282.43441226575806,"License_plate"
"i112.png",479.5907928388747,381.17045454545456,805.3196930946292,444.9886363636364,"License_plate"
"i111.png",1079.8400635208711,728.0254777070064,1210.9689201451906,771.7070063694268,"License_plate"
"i113.png",1114.6803069053708,725.344589731286,1360.2046035805627,798.9914227447216,"License_plate"
"i116.png",60.79411764705882,80.25085421412301,120.8235294117647,98.61987471526196,"License_plate"
"i116.png",217.55882352941174,22.847665148063783,237.4411764705882,28.970671981776768,"License_plate"
"i114.png",131.34782608695653,101.05242966751918,185.02557544757033,113.65856777493606,"License_plate"
"i117.png",102.82480818414322,130.19117960750853,429.48593350383635,227.443739334471,"License_plate"
"i119.png",360,389.49811361047836,534.1176470588235,477.823853929385,"License_plate"
"i115.png",269.66125198098257,486.37261146496814,472.76743264659274,524.0493630573249,"License_plate"
"i123.png",55.88618925831202,57.431928294573645,255.77109974424553,100.70841408268734,"License_plate"
"i121.png",76.34271099744245,46.78253424657534,204.09207161125317,71.33047945205479,"License_plate"
"i120.png",107.91304347826086,83.94283207343412,180.35294117647058,101.50438714902808,"License_plate"
"i12.png",177.94117647058823,113.31923076923077,242.6470588235294,138.72917668269238,"License_plate"
"i122.png",126.59846547314578,48.52335890342052,487.97953964194375,170.4126949195171,"License_plate"
"i125.png",121.45700636942675,83.47929936305732,183.0812101910828,117.87420382165604,"License_plate"
"i127.png",31.528662420382165,43.94904458598726,66.71974522292993,53.82165605095541,"License_plate"
"i128.png",12.254475703324808,36.04394197952218,247.07672634271097,161.51493174061432,"License_plate"
"i126.png",305.35038363171356,222.73133946830265,435.6828644501279,252.50639059304703,"License_plate"
"i124.png",439.0585304054054,813.2484076433121,781.4152871621623,927.3885350318471,"License_plate"
"i131.png",88.85350318471338,93.51114649681529,169.8248407643312,115.72452229299363,"License_plate"
"i132.png",33.439490445859875,56.84713375796178,54.45859872611465,64.80891719745222,"License_plate"
"i13.png",167.4475703324808,99.17510490282686,193.78005115089513,108.96132398409894,"License_plate"
"i130.png",104.8677494199536,127.73248407643312,137.23433874709977,149.30891719745227,"License_plate"
"i129.png",222.46576855123675,306.6512738853503,343.1183745583039,356.8694267515923,"License_plate"
"i136.png",87.0843989769821,62.125,221.73913043478262,130.39897260273972,"License_plate"
"i137.png",20.470588235294123,32.08670520231214,271.764705882353,156.20231213872833,"License_plate"
"i133.png",76.53452685421995,89.89988425925927,121.36189258312021,104.83198302469137,"License_plate"
"i135.png",177.42966751918155,227.80459433560478,505.4347826086956,409.541737649063,"License_plate"
"i134.png",675.1918158567776,381.14644058295966,811.457800511509,416.77872757847535,"License_plate"
"i134.png",274.98721227621485,289.9730941704036,306.9053708439898,302.50966928251125,"License_plate"
"i139.png",0.3184713375796178,35.03184713375796,53.34394904458598,62.101910828025474,"License_plate"
"i14.png",232.73657289002557,118.9689737470167,421.9948849104859,180.37231503579952,"License_plate"
"i140.png",66.99488491048594,58.13815389294404,248.9514066496164,154.11382299270073,"License_plate"
"i141.png",406.3695652173913,294.3493150684931,505.0703324808184,368.3219178082191,"License_plate"
"i138.png",75.95907928388746,309.710391822828,217.9028132992327,361.0732538330494,"License_plate"
"i142.png",61.68789808917197,201.19745222929936,147.10191082802547,242.48089171974522,"License_plate"
"i143.png",43.661380597014926,86.42197452229298,93.27995439469319,120.33439490445858,"License_plate"
"i146.png",240.1841432225064,180.6291524701874,327.9437340153453,230.6802597955707,"License_plate"
