"image","xmin","ymin","xmax","ymax","label"
"i1.png",0.3184713375796178,50.95541401273885,198.4076433121019,123.88535031847132,"License_Plate"
"i101.png",83.12101910828025,100.31847133757961,128.98089171974522,119.74522292993629,"License_Plate"
"i10.png",72.92993630573248,106.36942675159236,109.23566878980891,129.61783439490446,"License_Plate"
"i102.png",82.48407643312102,85.9872611464968,123.56687898089172,121.01910828025476,"License_Plate"
"i100.png",37.5796178343949,118.15286624203821,63.69426751592356,137.2611464968153,"License_Plate"
"i103.png",46.17834394904458,52.54777070063694,173.24840764331208,164.01273885350318,"License_Plate"
"i104.png",19.426751592356688,114.3312101910828,177.3885350318471,147.13375796178343,"License_Plate"
"i105.png",17.8343949044586,64.96815286624204,178.6624203821656,104.77707006369425,"License_Plate"
"i106.png",92.35668789808916,74.20382165605095,129.93630573248407,100.95541401273884,"License_Plate"
"i109.png",75.79617834394904,75.47770700636943,121.656050955414,105.73248407643312,"License_Plate"
"i11.png",86.94267515923566,95.85987261146497,114.01273885350318,120.70063694267515,"License_Plate"
"i110.png",35.6687898089172,126.11464968152866,64.3312101910828,142.9936305732484,"License_Plate"
"i111.png",68.15286624203821,86.62420382165605,103.18471337579618,99.04458598726114,"License_Plate"
"i111.png",161.46496815286625,95.54140127388534,180.89171974522293,102.54777070063693,"License_Plate"
"i112.png",75.1592356687898,105.73248407643311,125.1592356687898,124.20382165605095,"License_Plate"
"i113.png",114.96815286624204,113.05732484076432,141.40127388535032,123.24840764331209,"License_Plate"
"i117.png",35.98726114649681,64.3312101910828,154.77707006369425,113.05732484076432,"License_Plate"
"i114.png",83.12101910828025,127.70700636942675,115.92356687898089,142.03821656050954,"License_Plate"
"i116.png",39.808917197452224,97.13375796178343,80.25477707006368,118.78980891719745,"License_Plate"
"i115.png",73.88535031847134,134.0764331210191,131.52866242038215,146.81528662420382,"License_Plate"
"i119.png",78.02547770700636,151.27388535031847,116.2420382165605,184.0764331210191,"License_Plate"
"i121.png",50.63694267515923,58.28025477707006,134.39490445859872,83.75796178343948,"License_Plate"
"i122.png",42.67515923566879,27.388535031847134,160.19108280254778,86.94267515923568,"License_Plate"
"i123.png",34.71337579617834,69.7452229299363,161.1464968152866,130.25477707006368,"License_Plate"
"i12.png",128.02547770700636,121.3375796178344,176.43312101910828,154.45859872611464,"License_Plate"
"i120.png",74.20382165605095,98.40764331210191,121.97452229299361,117.19745222929936,"License_Plate"
"i127.png",62.101910828025474,86.94267515923566,134.0764331210191,108.59872611464968,"License_Plate"
"i124.png",78.6624203821656,125.47770700636941,135.98726114649682,142.9936305732484,"License_Plate"
"i125.png",107.64331210191082,74.52229299363057,161.1464968152866,104.77707006369427,"License_Plate"
"i128.png",8.280254777070063,36.624203821656046,193.63057324840764,170.70063694267515,"License_Plate"
"i126.png",83.43949044585987,98.08917197452229,120.38216560509554,109.87261146496814,"License_Plate"
"i131.png",89.17197452229298,82.1656050955414,148.7261146496815,102.86624203821655,"License_Plate"
"i129.png",74.84076433121018,90.44585987261146,113.37579617834393,105.73248407643312,"License_Plate"
"i132.png",66.87898089171975,111.14649681528662,107.64331210191082,129.93630573248407,"License_Plate"
"i130.png",112.73885350318471,94.26751592356688,146.81528662420382,110.19108280254777,"License_Plate"
"i13.png",125.47770700636941,103.18471337579618,147.77070063694265,115.28662420382166,"License_Plate"
"i136.png",57.324840764331206,73.24840764331209,147.45222929936304,152.86624203821654,"License_Plate"
"i133.png",52.54777070063694,100.31847133757961,83.75796178343948,118.15286624203821,"License_Plate"
"i134.png",139.80891719745222,138.21656050955414,169.42675159235668,152.22929936305732,"License_Plate"
"i134.png",56.36942675159236,106.05095541401273,64.64968152866243,110.50955414012738,"License_Plate"
"i135.png",47.77070063694267,79.29936305732484,134.0764331210191,145.22292993630572,"License_Plate"
"i137.png",8.280254777070063,35.98726114649681,191.40127388535032,177.0700636942675,"License_Plate"
"i139.png",0,68.15286624203821,108.28025477707006,125.47770700636943,"License_Plate"
"i140.png",41.71974522292994,73.24840764331209,159.87261146496814,185.66878980891718,"License_Plate"
"i138.png",24.522292993630572,135.03184713375796,71.656050955414,163.69426751592357,"License_Plate"
"i141.png",134.39490445859872,128.6624203821656,165.9235668789809,164.96815286624204,"License_Plate"
"i14.png",88.53503184713375,86.62420382165605,170.06369426751593,132.1656050955414,"License_Plate"
"i142.png",40.12738853503185,134.71337579617833,97.77070063694268,162.42038216560508,"License_Plate"
"i143.png",40.12738853503185,77.07006369426752,83.43949044585987,103.18471337579616,"License_Plate"
"i144.png",76.11464968152866,72.61146496815286,121.656050955414,103.50318471337579,"License_Plate"
"i146.png",77.70700636942675,76.43312101910827,109.23566878980891,103.8216560509554,"License_Plate"
"i147.png",128.34394904458597,107.64331210191082,150.3184713375796,130.5732484076433,"License_Plate"
"i148.png",130.57324840764332,110.50955414012738,160.5095541401274,126.7515923566879,"License_Plate"
"i149.png",81.52866242038216,79.93630573248407,134.71337579617835,157.96178343949043,"License_Plate"
"i15.png",63.37579617834395,137.5796178343949,140.44585987261146,167.83439490445858,"License_Plate"
"i150.png",87.5796178343949,129.29936305732483,123.56687898089172,157.00636942675158,"License_Plate"
"i154.png",107.64331210191082,98.08917197452229,155.09554140127386,155.4140127388535,"License_Plate"
"i170.png",62.42038216560509,100.95541401273884,138.21656050955414,123.24840764331209,"License_Plate"
"i16.png",67.19745222929936,71.3375796178344,129.93630573248407,97.13375796178343,"License_Plate"
"i164.png",99.04458598726114,138.53503184713375,123.2484076433121,149.68152866242036,"License_Plate"
"i164.png",142.9936305732484,119.10828025477707,162.42038216560508,128.02547770700636,"License_Plate"
"i160.png",94.5859872611465,107.64331210191082,121.65605095541402,126.11464968152866,"License_Plate"
"i17.png",36.624203821656046,108.59872611464968,78.02547770700636,138.53503184713375,"License_Plate"
